CMDLINE /Users/andreabalillo/PycharmProjects/GreenABR+/venv/bin/python agent.py
MEM 0.097656 1694901060.7222
MEM 16.867188 1694901060.8270
MEM 25.820312 1694901060.9281
MEM 34.402344 1694901061.0285
MEM 36.410156 1694901061.1287
MEM 43.156250 1694901061.2298
MEM 50.761719 1694901061.3301
MEM 57.785156 1694901061.4303
MEM 66.605469 1694901061.5312
MEM 72.339844 1694901061.6313
MEM 77.656250 1694901061.7316
