,iteration,score,avgScore,power,avgPower,data,avgData,quality,avg_quality,rebufferPen,numrebuffer,smoothPen,numSmooth,powerPen,avgPowerPen,epsilon
870,1000,-120.78900102326018,-321.7978725347108,117567.8227808249,121262.73757309427,31082232,33998740.67326733,151.62419861979168,156.3962765671411,0.0,3,79.78920950000003,44,-83.05750299729866,-91.89938021703543,1
871,1000,-120.78900102326018,-311.25842855675523,119818.12821483478,121182.55065397629,38519122,34026747.03960396,161.7247958333333,156.52515463402437,0.0,1,67.10098847395832,44,-88.70219891378348,-91.70667322625233,1
872,1000,-120.78900102326018,-311.81307211550046,129256.39799333455,121270.21716538571,45159474,34112751.97029703,167.53850254687498,156.71227640738448,0.0,5,63.73815784375001,44,-108.4632732623687,-91.87779692570165,1
873,1000,-120.78900102326018,-312.2105891160161,114491.59185197589,121284.46118987737,30300776,34132674.445544556,149.64634260416668,156.77413528542698,0.0,2,73.88398139583336,44,-76.95841831476726,-91.90685240916955,1
874,1000,-120.78900102326018,-312.333952911759,116078.5675472824,121292.72499102064,31326244,34111019.97029703,151.3555668229167,156.66083949288367,0.0,1,80.34337285937498,44,-79.81873663193434,-91.93755340100242,1
875,1000,-120.78900102326018,-305.6159194373265,121413.88278399946,121282.22160528565,37099652,34172965.97029703,162.40563364583332,156.857313076217,0.0,1,66.11685228124999,44,-94.74291273776912,-91.91128842315432,1
876,1000,-120.78900102326018,-314.42422910052466,128849.8507830208,121412.18245276569,36616787,34265592.33663366,174.6539731510417,157.25495683075494,2.1181947465807,37,51.32137157812498,44,-105.91340772961773,-92.18108576892577,1
877,1000,-120.78900102326018,-308.3673984073431,119866.51665473187,121382.5922245393,34133201,34271658.74257426,159.63186356770834,157.19752142527847,0.0,1,79.72817364583335,44,-89.90547533749708,-92.13540582023222,1
878,1000,-120.78900102326018,-308.0745057387648,116352.19646376358,121396.51660717044,30752477,34264302.861386135,163.01914969270834,157.35061964212048,0.0,1,55.030764838541685,44,-77.92754607525272,-92.10868115427515,1
879,1000,-120.78900102326018,-300.06825895677906,126199.19379957416,121359.64706305249,38960460,34292614.237623766,171.241680984375,157.45146978645832,48.841495750803844,26,65.151216328125,44,-100.29201780026536,-92.01068810761535,1
880,1000,-120.78900102326018,-299.8862451214851,117011.2261542078,121331.11464431442,30100455,34250194.66336634,146.23535433333336,157.40113111375825,0.0,1,85.75875466666668,44,-80.71534063232176,-91.9434509880957,1
881,1000,-120.78900102326018,-347.8705128148455,146903.9149638952,121627.38446749552,29782062,34234541.346534654,155.37517128645834,157.42343267991956,88.95054941511066,44,57.42960169791665,43,-153.96706892875886,-92.64074777416104,1
882,1000,-120.78900102326018,-346.6254360890191,118182.61045836344,121622.17840890508,33019340,34262545.53465346,156.3270326875,157.51736914041874,0.0,1,59.913836557291674,42,-84.70471027595377,-92.59971465645619,1
883,1000,-120.78900102326018,-346.4969201358315,117861.25047772027,121619.71865010435,37767253,34262416.11881188,162.95874959895835,157.5408394775165,0.0,1,61.48501420833333,44,-82.89794592340327,-92.58637076161985,1
884,1000,-120.78900102326018,-347.59184130782876,121226.64568843288,121651.0969192779,36644450,34282570.83168317,166.38981456249994,157.57357016878095,0.0,3,67.73857756770832,44,-91.6232330149187,-92.65145086647198,1
885,1000,-120.78900102326018,-352.5547657148558,122427.55399266469,121669.46034762992,32185640,34248999.28712871,153.69074452604167,157.5903766794039,0.0,23,73.80916268229166,44,-95.33611868304355,-92.69443277603543,1
886,1000,-120.78900102326018,-352.5388748240865,119859.45806632197,121725.36107357683,34557478,34310530.61386139,157.858027359375,157.67782719471947,0.0,1,75.70565327604169,44,-88.39788181486574,-92.84299837458325,1
887,1000,-120.78900102326018,-292.9728751161975,122655.48911173089,121337.29485774587,32839086,34273384.1980198,144.08305763020834,157.55241235720916,20.880768109142966,23,80.88886040624998,43,-95.1519777946075,-91.84145706819287,1
888,1000,-120.78900102326018,-287.45850224621154,119044.13164227264,121203.90546391903,30086828,34146779.20792079,147.91589799999997,157.30147980507425,0.0,10,79.99895301562498,44,-87.55827877415948,-91.55996781336728,1
889,1000,-120.78900102326018,-287.09783879913937,119608.05584041806,121223.33665098556,36546203,34188429.8019802,164.69741311458336,157.40638732513406,0.0,1,57.22512709895834,43,-88.20177986197298,-91.58641462854189,1
890,1000,-120.78900102326018,-285.78695745221887,118353.55108678079,121230.60456233202,35401905,34229769.20792079,166.9700837447917,157.63819055486795,0.0,1,61.83843615625002,44,-87.25672506376,-91.59027890378351,1
891,1000,-120.78900102326018,-266.31712069245367,118089.7181771333,121038.77709047432,32433851,34139350.72277228,155.79677182812497,157.42886749860767,0.0,1,75.59759567708336,44,-82.16613203651316,-91.15450140449754,1
892,1000,-120.78900102326018,-265.86642521587726,120488.63581792125,121038.74436544254,35922186,34139596.40594059,162.81290588020832,157.5347358585499,0.0,1,58.67196427083334,44,-90.36514596022378,-91.13641522910089,1
